catalog_small_appliances;Мясорубки;Grinders 
catalog_small_appliances;Пароварки;Steamers 
catalog_small_appliances;Плитки настольные;tile-table 
catalog_small_appliances;Скороварки;Pressure-Cookers 
catalog_small_appliances;Соковарки;Sokovarki
catalog_small_appliances;Соковыжималки;Juicers
catalog_small_appliances;Сушилки для овощей;Dryers-for-vegetables
catalog_small_appliances;Сэндвичницы;Sendvichnitsy
catalog_small_appliances;Термопоты;Thermo 
catalog_small_appliances;Термофильтры;Termofiltry
catalog_small_appliances;Тостеры;Toasters 
catalog_small_appliances;Фритюрницы;Deep-Fryers
catalog_small_appliances;Хлебопечи;Breadmaker 
catalog_small_appliances;Чайники;kettles
catalog_small_appliances;Шоколадница;Chocolate
catalog_small_appliances;Яйцеварки;egg-boiler 
catalog_accessories;Bluetooth адаптеры;bluetooth-adapters
catalog_accessories;Аккумуляторы;batteries 
catalog_accessories;Элементы питания;batteries 
catalog_accessories;Зарядные устройства;chargers
catalog_accessories;Карты памяти;memory-cards
catalog_accessories;Кронштейны;brackets
catalog_accessories;Накопители USB Flash;usb-flash-drive 
catalog_accessories;Сетевые фильтры;surge 
catalog_accessories;Соединительные кабеля;the-connecting-cable
catalog_accessories;Стойки под телевизоры;tv-stands-for 
catalog_accessories;Удлиннители сетевые;extension-of-network
catalog_accessories;Чехлы и сумки;bags-and-cases
catalog_accessories;Аксессуары для вытяжек;accessories-for-hoods 
catalog_accessories;Аксессуары для зубных щёток;accessories-for-toothbrushes
catalog_accessories;Аксессуары для кофемашин;accessories-for-coffee-machines 
catalog_accessories;Аксессуары для мясорубок;accessories-for-meat-grinder
catalog_accessories;Аксессуары для навигаторов;accessories-for-navigators
catalog_accessories;Аксессуары для пылесосов;accessories-for-vacuum-cleaners 
catalog_accessories;Аксессуары для телевизоров;tv-accessories
catalog_accessories;Аксессуары для электробритв;accessories-for-electric-shavers
catalog_computers_and_laptops;Компьютеры;computers
catalog_computers_and_laptops;Ноутбуки;laptops
catalog_computers_and_laptops;Ультрабуки;ultrabuki
catalog_computers_and_laptops;Сумки для ноутбуков;laptop-bags
catalog_computers_and_laptops;Системные блоки;system-blocks
catalog_computers_and_laptops;Принтеры;printers 
catalog_computers_and_laptops;МФУ;mfp
catalog_computers_and_laptops;Сканеры;scanners 
catalog_computers_and_laptops;Факсы;faxes
catalog_computers_and_laptops;Компьютерные колонки;computer-speakers
catalog_computers_and_laptops;Веб-камеры;webcam 
catalog_computers_and_laptops;Графические планшеты;graphic-tablets
catalog_computers_and_laptops;Микрофоны;microphones
catalog_computers_and_laptops;Компьютерные гарнитуры;computer-headset 
catalog_computers_and_laptops;Флеш-накопители;flash-drives 
catalog_computers_and_laptops;Внешние жесткие диски;external-hard-drives 
catalog_computers_and_laptops;Внешние оптические приводы;external-optical-drives
catalog_computers_and_laptops;Кард-ридеры;card-readers 
catalog_computers_and_laptops;Мониторы;monitors 
catalog_computers_and_laptops;Роутеры;routers
catalog_computers_and_laptops;USB-адаптеры;usb-adapter
catalog_computers_and_laptops;Мультимедийные проигрыватели;multimedia-player
catalog_computers_and_laptops;Электронные книги;electronic-books 
catalog_computers_and_laptops;Мыши;mice 
catalog_computers_and_laptops;Клавиатуры;keyboards
catalog_computers_and_laptops;Игровые манипуляторы;game-controllers 
catalog_computers_and_laptops;Сетевые фильтры;surge
catalog_computers_and_laptops;ИБП;ups
catalog_computers_and_laptops;Картриджи;cartridges 
catalog_computers_and_laptops;Джойстики;joysticks 
catalog_computers_and_laptops;Рули;helms 
catalog_computers_and_laptops;Музыкальные инструменты;musical-instruments 
catalog_photos_and_videos;Цифровые фотоаппараты;digital-cameras 
catalog_photos_and_videos;Цифровые видеокамеры;digital-camcorder 
catalog_photos_and_videos;Объективы;lenses
catalog_photos_and_videos;Оптика;optics
catalog_photos_and_videos;Вспышки;outbreaks 
catalog_photos_and_videos;Бинокли;binoculars
catalog_photos_and_videos;Телескопы;telescopes
catalog_photos_and_videos;Цифровые фоторамки;digital-picture-frames
catalog_photos_and_videos;Системы видеонаблюдения;cctv
catalog_phones_and_communication;Сотовые телефоны;cell-phones
catalog_phones_and_communication;Смартфоны и коммуникаторы;smartphones-and-communicators
catalog_phones_and_communication;GPS-навигаторы;gps-navigators 
catalog_phones_and_communication;Радиостанции;radio-stations 
catalog_phones_and_communication;Радио и DECT телефоны;radio-and-dect-phones
catalog_phones_and_communication;Проводные телефоны;corded-phones
catalog_phones_and_communication;Факсы;faxes
catalog_phones_and_communication;Термо факсы;thermal-fax-machines 
catalog_phones_and_communication;Док-станции;docks
catalog_phones_and_communication;Гарнитуры;headsets 
catalog_phones_and_communication;Электронные книги;electronic-books
catalog_phones_and_communication;Игровые приставки;game-consoles 
